"row ID","Name","Concatenate(Platform)","Min*(Year)","First(Genre)","First(Publisher)","Sum(NA_Sales)","Sum(EU_Sales)","Sum(JP_Sales)","Sum(Other_Sales)","Sum(Global_Sales)"
"Row1975","Defiance","X360 PS3 PC",2013,"Shooter","Trion Worlds",0.7100000000000001,0.3,0.0,0.11,1.14
"Row1976","Delta Force: Black Hawk Down","PS2 XB",2005,"Shooter","NovaLogic",0.47,0.24000000000000002,0.0,0.06999999999999999,0.8
"Row1977","Dementium II","NDS",2010,"Shooter","SouthPeak Games",0.09,0.02,0.0,0.01,0.12
"Row1978","Dementium: The Ward","NDS",2007,"Shooter","SouthPeak Games",0.15,0.01,0.0,0.01,0.17
"Row1979","DemiKids: Dark Version","GBA",2002,"Role-Playing","Atlus",0.02,0.01,0.0,0.0,0.02
"Row1980","DemiKids: Light Version","GBA",2002,"Role-Playing","Atlus",0.02,0.01,0.0,0.0,0.02
"Row1981","Demigod","PC",2009,"Strategy","Atari",0.0,0.02,0.0,0.0,0.02
"Row1982","Demolition Company: Gold Edition","PC",2011,"Simulation","N/A",0.0,0.02,0.0,0.0,0.02
"Row1983","Demolition Racer","PSX",1998,"Racing","Infogrames",0.17,0.12,0.0,0.02,0.31
"Row1984","Demon Attack","2600",1981,"Shooter","Imagic",1.99,0.12,0.0,0.02,2.13
"Row1985","Demon Driver: Time to Burn Rubber!","GBA",2003,"Racing","Ignition Entertainment",0.02,0.01,0.0,0.0,0.03
"Row1986","Demon Gaze","PSV",2013,"Role-Playing","Nippon Ichi Software",0.06,0.03,0.08,0.02,0.2
"Row1987","Demon Gaze 2","PSV",2014,"Role-Playing","Experience Inc.",0.0,0.0,0.01,0.0,0.01
"Row1988","Demon's Souls","PS3",2009,"Role-Playing","Namco Bandai Games",0.97,0.34,0.35,0.18,1.84
"Row1989","Dengeki Bunko Fighting Climax","PSV PS3",2014,"Fighting","Sega",0.13,0.0,0.16,0.04,0.33999999999999997
"Row1990","Dengeki Gakuen RPG: Cross of Venus","NDS",2009,"Role-Playing","ASCII Media Works",0.0,0.0,0.05,0.0,0.05
"Row1991","Dengeki Gakuen RPG: Cross of Venus Special","NDS",2011,"Role-Playing","ASCII Media Works",0.0,0.0,0.01,0.0,0.01
"Row1992","Denki Blocks!","GBA",2001,"Puzzle","Rage Software",0.03,0.01,0.0,0.0,0.04
"Row1993","Dennou Senki Virtual-On Force","X360",2010,"Fighting","Sega",0.0,0.0,0.03,0.0,0.03
"Row1994","Densetsu no Stafi","GBA",2002,"Platform","Nintendo",0.0,0.0,0.46,0.01,0.47
"Row1995","Densetsu no Stafi 2","GBA",2003,"Platform","Nintendo",0.0,0.0,0.43,0.01,0.44
"Row1996","Densetsu no Stafi 3","GBA",2004,"Platform","Nintendo",0.0,0.0,0.23,0.01,0.24
"Row1997","Densetsu no Stafi 4","NDS",2006,"Platform","Nintendo",0.0,0.0,0.17,0.0,0.17
"Row1998","Densetsu no Yuusha no Densetsu: Legendary Saga","PSP",2010,"Role-Playing","Kadokawa Shoten",0.0,0.0,0.01,0.0,0.01
"Row1999","Densha De Go!","PSX",1997,"Simulation","Taito",0.0,0.0,1.02,0.07,1.09
"Row2000","Densha De Go! 2","PSX",1999,"Simulation","Taito",0.0,0.0,0.38,0.03,0.41
"Row2001","Densha De Go! 3 Tsuukinhen","PS2",2001,"Simulation","Taito",0.0,0.0,0.06,0.0,0.06
"Row2002","Densha De Go! 64","N64",1999,"Simulation","Taito",0.0,0.0,0.05,0.07,0.12
"Row2003","Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen","Wii1",2007,"Simulation","Taito",0.0,0.0,0.02,0.0,0.02
"Row2004","Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen","NDS",2010,"Simulation","Square Enix",0.0,0.0,0.02,0.0,0.02
"Row2005","Deponia","PC",2012,"Adventure","Daedalic",0.0,0.13,0.0,0.03,0.15
"Row2006","Derby Jockey 2","SNES",1995,"Sports","Asmik Corp",0.0,0.0,0.1,0.0,0.1
"Row2007","Derby Jockey: Kishou e no Michi","SNES",1994,"Sports","Asmik Corp",0.0,0.0,0.07,0.0,0.07
"Row2008","Derby Stallion","PSX SAT",1997,"Sports","ASCII Entertainment",0.0,0.0,2.05,0.14,2.1799999999999997
"Row2009","Derby Stallion 04","PS2",2004,"Sports","Enterbrain",0.0,0.0,0.55,0.0,0.55
"Row2010","Derby Stallion 64","N64",2001,"Sports","Media Factory",0.0,0.0,0.15,0.0,0.15
"Row2011","Derby Stallion 96","SNES",1996,"Sports","ASCII Entertainment",0.0,0.0,1.04,0.01,1.05
"Row2012","Derby Stallion 98","SNES",1998,"Sports","ASCII Entertainment",0.0,0.0,0.08,0.0,0.08
"Row2013","Derby Stallion 99","PSX",1999,"Sports","ASCII Entertainment",0.0,0.0,1.06,0.07,1.13
"Row2014","Derby Stallion Advance","GBA",2002,"Sports","Enterbrain",0.0,0.0,0.12,0.0,0.13
"Row2015","Derby Stallion DS","NDS",2008,"Sports","Enterbrain",0.0,0.0,0.32,0.0,0.32
"Row2016","Derby Stallion Gold","3DS",2014,"Sports","Kadokawa Shoten",0.0,0.0,0.14,0.0,0.14
"Row2017","Derby Stallion II","SNES",1994,"Sports","ASCII Entertainment",0.0,0.0,0.87,0.0,0.87
"Row2018","Derby Stallion III","SNES",1995,"Sports","ASCII Entertainment",0.0,0.0,1.15,0.0,1.15
"Row2019","Derby Stallion P","PSP",2006,"Sports","Enterbrain",0.0,0.0,0.1,0.0,0.1
"Row2020","Derby Time 2006","PSP",2006,"Sports","Sony Computer Entertainment",0.0,0.0,0.03,0.0,0.03
"Row2021","Derby Tsuku 5: Derby Uma o Tsukurou!","PS2",2006,"Sports","Sega",0.0,0.0,0.04,0.0,0.04
"Row2022","Derby Tsuku: Derby Uma o Tsukurou!","DC",2000,"Sports","Sega",0.0,0.0,0.08,0.0,0.08
"Row2023","Descent","PSX",1996,"Shooter","Interplay",0.11,0.07,0.0,0.01,0.19
"Row2024","Descent Maximum","PSX",1997,"Shooter","Interplay Productions",0.05,0.04,0.0,0.01,0.1
"Row2025","Desert Falcon","2600",1987,"Shooter","Atari",0.24,0.01,0.0,0.0,0.26
"Row2026","Desert Strike Advance","GBA",2002,"Simulation","Electronic Arts",0.05,0.02,0.0,0.0,0.06
"Row2027","Desire","SAT",1997,"Adventure","Imadio",0.0,0.0,0.14,0.0,0.14
"Row2028","Desktop Tower Defense","NDS",2009,"Strategy","THQ",0.11,0.0,0.0,0.01,0.11
"Row2029","Despicable Me: The Game","Wii1 PSP PS2",2010,"Platform","D3Publisher",0.29,0.24000000000000002,0.0,0.08,0.6
"Row2030","Despicable Me: The Game - Minion Mayhem","NDS",2010,"Puzzle","D3Publisher",0.42,0.09,0.0,0.04,0.54
"Row2031","Destiny","PS4 XOne X360 PS3",2014,"Shooter","Activision",6.59,4.12,0.28,1.6199999999999999,12.61
"Row2032","Destiny Links","NDS",2009,"Role-Playing","Namco Bandai Games",0.0,0.0,0.01,0.0,0.01
"Row2033","Destiny: The Collection","PS4 XOne",2016,"Shooter","Activision",0.02,0.06,0.0,0.01,0.1
"Row2034","Destiny: The Taken King","PS4 XOne PS3 X360",2015,"Shooter","Activision",1.9699999999999998,1.2999999999999998,0.06,0.51,3.87
"Row2035","Destrega","PSX",1998,"Fighting","Sony Computer Entertainment",0.04,0.03,0.0,0.0,0.07
"Row2036","Destroy All Humans!","PS2 XB",2005,"Shooter","THQ",1.12,0.14,0.0,0.15,1.4
"Row2037","Destroy All Humans! 2","PS2",2006,"Action","THQ",0.4,0.02,0.0,0.07,0.48
"Row2038","Destroy All Humans! Big Willy Unleashed","Wii1",2008,"Action","THQ",0.13,0.0,0.0,0.01,0.14
"Row2039","Destroy All Humans! Path of the Furon","X360 PS3",2008,"Action","THQ",0.08,0.12,0.0,0.02,0.22
"Row2040","Destruction Derby","PSX",1995,"Racing","Psygnosis",0.5,0.34,0.0,0.06,0.9
"Row2041","Destruction Derby 2","PSX",1996,"Racing","Psygnosis",0.65,0.44,0.0,0.08,1.17
"Row2042","Destruction Derby 64","N64",1999,"Racing","THQ",0.13,0.03,0.0,0.0,0.16
"Row2043","Destruction Derby Arenas","PS2",2004,"Racing","Sony Computer Entertainment",0.06,0.05,0.0,0.02,0.13
"Row2044","Destruction Derby Raw","PSX",2000,"Racing","Sony Computer Entertainment",0.08,0.05,0.0,0.01,0.14
"Row2045","Detana TwinBee Yahho! Deluxe Pack","SAT PSX",1995,"Shooter","Konami Digital Entertainment",0.0,0.0,0.21000000000000002,0.01,0.22
"Row2046","Detective Barbie: The Mystery Cruise","PSX",1999,"Adventure","Mattel Interactive",0.08,0.05,0.0,0.01,0.14
"Row2047","Detective Conan: Marionette Symphony","3DS",2013,"Adventure","Namco Bandai Games",0.0,0.0,0.05,0.0,0.05
"Row2048","Detective Conan: Phantom Rhapsody","3DS",2014,"Action","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Row2049","Detective Conan: Prelude from the Past","NDS PSP",2012,"Action","Namco Bandai Games",0.0,0.0,0.09,0.0,0.09
"Row2050","Detective Jinguuji Saburo: Ronde Revenge","3DS",2012,"Action","Arc System Works",0.0,0.0,0.02,0.0,0.02
"Row2051","Detective Opera: Milky Holmes 2","PSP",2012,"Adventure","BushiRoad",0.0,0.0,0.03,0.0,0.03
"Row2052","Deus Ex","PC",2000,"Role-Playing","Eidos Interactive",0.0,0.01,0.0,0.0,0.01
"Row2053","Deus Ex: Human Revolution","PS3 X360 PC WiiU",2011,"Shooter","Square Enix",1.57,1.3800000000000001,0.09000000000000001,0.44999999999999996,3.4899999999999998
"Row2054","Deus Ex: Invisible War","XB",2003,"Shooter","Eidos Interactive",0.25,0.07,0.0,0.01,0.33
"Row2055","Deus Ex: Mankind Divided","PS4 XOne PC",2016,"Role-Playing","Square Enix",0.18,0.26,0.0,0.060000000000000005,0.5
"Row2056","Deus Ex: The Conspiracy","PS2",2002,"Action","Eidos Interactive",0.1,0.08,0.0,0.03,0.21
"Row2057","Devil Dice","PSX",1998,"Puzzle","THQ",0.05,0.03,1.1,0.08,1.26
"Row2058","Devil Kings","PS2",2005,"Action","Capcom",0.03,0.03,0.18,0.01,0.25
"Row2059","Devil May Cry","PS2",2001,"Action","Capcom",1.36,0.86,0.64,0.13,2.99
"Row2060","Devil May Cry 2","PS2",2003,"Action","Capcom",0.71,0.58,0.51,0.17,1.97
"Row2061","Devil May Cry 3: Dante's Awakening","PS2",2005,"Action","Capcom",0.99,0.63,0.29,0.19,2.09
"Row2062","Devil May Cry 3: Dante's Awakening Special Edition","PS2",2006,"Action","Capcom",1.06,0.82,0.05,0.28,2.21
"Row2063","Devil May Cry 4","PS3 X360 PS4 PC",2008,"Action","Capcom",1.3900000000000001,0.8200000000000001,0.5,0.35,3.0700000000000003
"Row2064","Devil May Cry HD Collection","PS3 X360",2012,"Action","Capcom",0.7,0.32,0.12,0.13,1.28
"Row2065","Devil Survivor: Over Clock","3DS",2015,"Strategy","Atlus",0.0,0.0,0.02,0.0,0.02
"Row2066","Devil's Third","WiiU",2015,"Action","Nintendo",0.04,0.02,0.0,0.01,0.06
"Row2067","Dewy's Adventure","Wii1",2007,"Platform","Konami Digital Entertainment",0.14,0.0,0.01,0.01,0.16
"Row2068","Dexter's Lab Chess Challenge","GBA",2002,"Misc","BAM! Entertainment",0.14,0.05,0.0,0.0,0.2
"Row2069","Dexter's Laboratory Deesaster Strikes","GBA",2001,"Adventure","BAM! Entertainment",0.3,0.11,0.0,0.01,0.41
"Row2070","Di-Gata Defenders","NDS",2008,"Role-Playing","Game Factory",0.06,0.0,0.0,0.0,0.06
"Row2071","DiRT","PS3 X360 PC",2007,"Racing","Codemasters",0.54,1.09,0.0,0.32,1.9500000000000002
"Row2072","DiRT 2","PS3 X360 Wii1 PSP NDS PC",2009,"Racing","Codemasters",0.8500000000000001,1.4000000000000001,0.0,0.44000000000000006,2.7
"Row2073","DiRT 3","PS3 X360 PC",2011,"Racing","Codemasters",0.5,1.13,0.02,0.31999999999999995,1.97
"Row2074","DiRT Rally","PS4 XOne PC",2016,"Racing","Codemasters",0.06,0.35,0.0,0.060000000000000005,0.45999999999999996
"Row2075","DiRT Showdown","X360 PS3",2012,"Racing","Codemasters",0.1,0.27,0.0,0.06,0.43
"Row2076","Diablo","PC PSX",1996,"Role-Playing","Activision",0.3,1.77,0.07,0.04,2.17
"Row2077","Diablo II","PC",2000,"Role-Playing","Havas Interactive",0.01,0.09,0.0,0.02,0.13
"Row2078","Diablo II: Lord of Destruction","PC",2001,"Role-Playing","Vivendi Games",1.03,0.02,0.0,0.0,1.06
"Row2079","Diablo III","PC PS3 PS4 X360 XOne",2012,"Role-Playing","Activision",4.869999999999999,4.54,0.21,1.4400000000000002,11.08
"Row2080","Diabolik Lovers","PSP",2012,"Adventure","Idea Factory",0.0,0.0,0.05,0.0,0.05
"Row2081","Diabolik Lovers: Dark Fate","PSV",2015,"Action","Idea Factory",0.0,0.0,0.03,0.0,0.03
"Row2082","Diabolik Lovers: Lunatic Parade","PSV",2016,"Adventure","Idea Factory",0.0,0.0,0.03,0.0,0.03
"Row2083","Diabolik Lovers: More Blood","PSP PSV",2013,"Adventure","Idea Factory",0.0,0.0,0.05,0.0,0.05
"Row2084","Diabolik Lovers: Vandead Carnival","PSV",2014,"Action","Idea Factory",0.0,0.0,0.02,0.0,0.02
"Row2085","Diary Girl","NDS",2008,"Misc","Konami Digital Entertainment",0.01,0.0,0.0,0.0,0.01
"Row2086","Diddy Kong Racing","N64",1997,"Racing","Nintendo",2.91,0.99,0.89,0.1,4.88
"Row2087","Diddy Kong Racing DS","NDS",2007,"Racing","Nintendo",1.1,0.04,0.0,0.1,1.24
"Row2088","Die Hard Trilogy","PSX",1996,"Shooter","Fox Interactive",0.85,0.58,0.0,0.1,1.54
"Row2089","Die Hard Trilogy 2: Viva Las Vegas","PSX",1999,"Action","Fox Interactive",0.27,0.18,0.0,0.03,0.49
"Row2090","Die Hard: Vendetta","GC",2002,"Shooter","NDA Productions",0.09,0.02,0.0,0.0,0.12
"Row2091","Diego's Build & Rescue","NDS",2010,"Action","Take-Two Interactive",0.07,0.0,0.0,0.01,0.08
"Row2092","Dies Irae: Amantes Amentes","PSP",2012,"Action","Views",0.0,0.0,0.02,0.0,0.02
"Row2093","Dig Dug","2600 Famicom",1982,"Puzzle","Atari",1.52,0.1,0.41,0.02,2.05
"Row2094","Dig Dug: Digging Strike","NDS",2005,"Puzzle","Atari",0.05,0.0,0.0,0.0,0.06
"Row2095","Digger Simulator","PC",2011,"Simulation","Excalibur Publishing",0.0,0.01,0.0,0.0,0.01
"Row2096","Digging for Dinosaurs","NDS",2010,"Action","Scholastic Inc.",0.35,0.0,0.0,0.02,0.37
"Row2097","Digimon Adventure","PSP",2013,"Role-Playing","Namco Bandai Games",0.0,0.0,0.1,0.0,0.1
"Row2098","Digimon Adventure: Anode Tamer","WS",1999,"Role-Playing","Namco Bandai Games",0.0,0.0,0.28,0.0,0.28
"Row2099","Digimon All-Star Rumble","PS3 X360",2014,"Fighting","Namco Bandai Games",0.1,0.04,0.0,0.03,0.16
"Row2100","Digimon Battle Spirit 2","GBA",2003,"Fighting","Namco Bandai Games",0.11,0.04,0.0,0.0,0.15
"Row2101","Digimon Digital Card Battle","PSX",1999,"Strategy","Namco Bandai Games",0.06,0.04,0.0,0.01,0.11
"Row2102","Digimon Racing","GBA",2004,"Racing","Namco Bandai Games",0.09,0.03,0.0,0.0,0.13
"Row2103","Digimon Rumble Arena","PSX",2001,"Fighting","Namco Bandai Games",0.01,0.01,0.0,0.0,0.02
"Row2104","Digimon Rumble Arena 2","PS2 GC XB",2004,"Fighting","Atari",0.09,0.05,0.0,0.01,0.15
"Row2105","Digimon Story: Cyber Sleuth","PSV PS4",2015,"Role-Playing","Namco Bandai Games",0.0,0.09,0.17,0.02,0.28
"Row2106","Digimon Story: Lost Evolution","NDS",2010,"Role-Playing","Namco Bandai Games",0.0,0.0,0.1,0.0,0.1
"Row2107","Digimon Story: Super Xros Wars Blue/Red","NDS",2011,"Role-Playing","Namco Bandai Games",0.0,0.0,0.1,0.0,0.1
"Row2108","Digimon World","PSX",1999,"Role-Playing","Namco Bandai Games",0.56,0.38,0.28,0.08,1.3
"Row2109","Digimon World 2","PSX",2000,"Role-Playing","Namco Bandai Games",0.23,0.16,0.16,0.04,0.58
"Row2110","Digimon World 4","PS2 GC XB",2005,"Role-Playing","Atari",0.17,0.09,0.0,0.02,0.27
"Row2111","Digimon World Championship","NDS",2008,"Role-Playing","Namco Bandai Games",0.0,0.0,0.07,0.0,0.07
"Row2112","Digimon World DS","NDS",2006,"Role-Playing","Namco Bandai Games",0.1,0.0,0.0,0.01,0.11
"Row2113","Digimon World DS (JP sales)","NDS",2006,"Role-Playing","Namco Bandai Games",0.0,0.0,0.23,0.0,0.23
"Row2114","Digimon World Re:Digitize","PSP",2012,"Action","Namco Bandai Games",0.0,0.0,0.22,0.0,0.22
"Row2115","Digimon World Re:Digitize Decode","3DS",2013,"Role-Playing","Namco Bandai Games",0.0,0.0,0.09,0.0,0.09
"Row2116","Digimon World: Data Squad","PS2",2006,"Role-Playing","Namco Bandai Games",0.12,0.09,0.0,0.03,0.24
"Row2117","Digimon World: Dawn / Dusk","NDS",2007,"Role-Playing","Namco Bandai Games",0.14,0.0,0.18,0.01,0.33
"Row2118","Digimon World: Next Order","PSV",2016,"Action","Namco Bandai Games",0.0,0.0,0.09,0.0,0.09
"Row2119","Diner Dash: Flo on the Go","NDS",2009,"Puzzle","Zoo Games",0.13,0.0,0.0,0.01,0.14
"Row2120","Diner Dash: Sizzle & Serve","NDS PSP",2007,"Puzzle","Eidos Interactive",0.45,0.03,0.0,0.04,0.52
"Row2121","Dino Crisis","PSX",1998,"Action","Capcom",0.81,0.76,0.7,0.14,2.41
"Row2122","Dino Crisis 2","PSX",2000,"Action","Virgin Interactive",0.34,0.49,0.28,0.1,1.21
"Row2123","Dino Crisis 3","XB",2003,"Action","Capcom",0.08,0.03,0.03,0.0,0.14
"Row2124","Dino Dini's Kick Off Revival","PS4",2016,"Sports","Avanquest",0.0,0.02,0.0,0.0,0.02
"Row2125","Dino Master: Dig Discover Duel","NDS",2005,"Strategy","Majesco Entertainment",0.06,0.0,0.0,0.0,0.07
"Row2126","Dino Pets","NDS",2009,"Simulation","Avanquest",0.05,0.0,0.0,0.0,0.06
"Row2127","Dino Stalker","PS2",2002,"Shooter","Capcom",0.07,0.06,0.08,0.02,0.22
"Row2128","Dinosaur King","NDS",2007,"Strategy","Sega",0.2,0.0,0.0,0.02,0.23
"Row2129","Dinotopia: The Sunstone Odyssey","XB",2003,"Action","TDK Mediactive",0.01,0.0,0.0,0.0,0.01
"Row2130","Dinotopia: The Timestone Pirates","GBA",2002,"Action","TDK Core",0.14,0.05,0.0,0.0,0.19
"Row2131","Dirge of Cerberus: Final Fantasy VII","PS2",2006,"Shooter","Square Enix",0.47,0.37,0.52,0.12,1.48
"Row2132","Disaster Report","PS2",2002,"Action","Agetec",0.03,0.02,0.15,0.01,0.21
"Row2133","Disaster: Day of Crisis","Wii1",2008,"Action","Nintendo",0.0,0.03,0.04,0.0,0.08
"Row2134","Disciples III: Renaissance","PC",2010,"Strategy","Kalypso Media",0.0,0.01,0.0,0.0,0.02
"Row2135","Discovery Kids: Dolphin Discovery","NDS",2008,"Simulation","505 Games",0.21,0.0,0.0,0.01,0.22
"Row2136","Discovery Kids: Kitten Corner","NDS",2009,"Simulation","505 Games",0.42,0.0,0.0,0.03,0.45
"Row2137","Discovery Kids: Parrot Pals","NDS",2009,"Simulation","505 Games",0.07,0.0,0.0,0.0,0.07
"Row2138","Discovery Kids: Pony Paradise","NDS",2009,"Simulation","505 Games",0.19,0.0,0.0,0.01,0.2
"Row2139","Discovery Kids: Puppy Playtime","NDS",2009,"Simulation","505 Games",0.3,0.0,0.0,0.02,0.33
"Row2140","Discovery Kids: Snake Safari","NDS",2009,"Simulation","505 Games",0.02,0.0,0.0,0.0,0.02
"Row2141","Discovery Kids: Spider Quest","NDS",2009,"Misc","505 Games",0.07,0.0,0.0,0.01,0.08
"Row2142","Discworld","PSX",1994,"Adventure","Psygnosis",0.04,0.02,0.0,0.0,0.06
"Row2143","Discworld II: Mortality Bytes!","PSX",1996,"Adventure","Psygnosis",0.01,0.01,0.0,0.0,0.02
"Row2144","Disgaea 2: Cursed Memories","PS2",2006,"Role-Playing","Tecmo Koei",0.09,0.07,0.15,0.02,0.33
"Row2145","Disgaea 2: Dark Hero Days","PSP",2009,"Role-Playing","Nippon Ichi Software",0.1,0.01,0.12,0.02,0.25
"Row2146","Disgaea 3: Absence of Justice","PS3",2008,"Role-Playing","Square Enix",0.32,0.04,0.11,0.04,0.51
"Row2147","Disgaea 4: A Promise Unforgotten","PS3 PSV",2011,"Role-Playing","Nippon Ichi Software",0.31,0.15,0.22000000000000003,0.08,0.76
"Row2148","Disgaea 5: Alliance of Vengeance","PS4",2015,"Role-Playing","Nippon Ichi Software",0.1,0.08,0.06,0.04,0.27
"Row2149","Disgaea D2: A Brighter Darkness","PS3",2013,"Role-Playing","Nippon Ichi Software",0.09,0.0,0.1,0.01,0.21
"Row2150","Disgaea DS","NDS",2008,"Role-Playing","Square Enix",0.11,0.02,0.05,0.01,0.19
"Row2151","Disgaea Infinite","PSP",2010,"Adventure","Nippon Ichi Software",0.07,0.0,0.01,0.01,0.08
"Row2152","Disgaea: Afternoon of Darkness","PSP",2006,"Role-Playing","Tecmo Koei",0.15,0.01,0.04,0.02,0.23
"Row2153","Disgaea: Hour of Darkness","PS2",2003,"Role-Playing","Tecmo Koei",0.16,0.13,0.0,0.04,0.33
"Row2154","Dishonored","X360 PS3 PC PS4 XOne",2012,"Action","Bethesda Softworks",2.23,1.48,0.07,0.52,4.3
"Row2155","Disney Art Academy","3DS",2016,"Action","Nintendo",0.01,0.01,0.07,0.0,0.09
"Row2156","Disney Channel Collection Vol. 1","GBA",2004,"Misc","N/A",0.08,0.03,0.0,0.0,0.11
"Row2157","Disney Channel: All Star Party","Wii1",2010,"Misc","Disney Interactive Studios",0.18,0.08,0.0,0.02,0.29
"Row2158","Disney Fairies: Tinker Bell","NDS",2008,"Adventure","Disney Interactive Studios",0.86,0.52,0.01,0.15,1.54
"Row2159","Disney Fairies: Tinker Bell and the Great Fairy Rescue","NDS",2010,"Adventure","Disney Interactive Studios",0.18,0.14,0.0,0.03,0.35
"Row2160","Disney Fairies: Tinker Bell and the Lost Treasure","NDS",2009,"Adventure","Disney Interactive Studios",0.57,0.35,0.02,0.1,1.04
"Row2161","Disney Friends","NDS",2007,"Simulation","Disney Interactive Studios",0.13,0.04,0.0,0.01,0.18
"Row2162","Disney Golf","PS2",2002,"Sports","Electronic Arts",0.07,0.06,0.02,0.02,0.17
"Row2163","Disney Guilty Party","Wii1",2010,"Misc","Disney Interactive Studios",0.43,0.0,0.0,0.03,0.46
"Row2164","Disney Infinity","Wii1 X360 PS3 WiiU 3DS PSV",2013,"Action","Disney Interactive Studios",3.13,1.4800000000000002,0.0,0.5,5.12
"Row2165","Disney Infinity 2.0: Marvel Super Heroes","X360 PS3 WiiU PS4 XOne PSV",2014,"Action","Disney Interactive Studios",1.94,1.52,0.0,0.4900000000000001,3.95
"Row2166","Disney Infinity 3.0","PS4 PS3 X360 WiiU XOne",2015,"Action","Disney Interactive Studios",0.9199999999999999,1.1300000000000001,0.0,0.30000000000000004,2.34
"Row2167","Disney Magic World 2","3DS",2015,"Action","Nintendo",0.0,0.0,0.19,0.0,0.19
"Row2168","Disney Magical World","3DS",2013,"Adventure","Nintendo",0.16,0.2,0.53,0.03,0.92
"Row2169","Disney Planes Fire & Rescue","3DS Wii1 WiiU",2014,"Action","Disney Interactive Studios",0.02,0.14,0.0,0.01,0.19
"Row2170","Disney Princess","GBA",2003,"Platform","THQ",1.04,0.37,0.0,0.06,1.47
"Row2171","Disney Princess: Enchanted Journey","Wii1 PS2",2007,"Adventure","Disney Interactive Studios",1.35,0.13,0.0,0.12,1.6099999999999999
"Row2172","Disney Princess: Enchanting Storybooks","Wii1 NDS",2011,"Misc","THQ",0.34,0.15,0.0,0.05,0.54
"Row2173","Disney Princess: Magical Jewels","NDS",2007,"Adventure","Disney Interactive Studios",1.15,0.2,0.0,0.12,1.47
"Row2174","Disney Sing It","Wii1 PS2 X360 PS3",2008,"Misc","Disney Interactive Studios",1.6800000000000002,0.5800000000000001,0.0,0.25,2.51
"Row2175","Disney Sing It! High School Musical 3: Senior Year","Wii1 PS2 PS3 X360",2008,"Misc","Disney Interactive Studios",0.5800000000000001,0.51,0.0,0.46,1.5500000000000003
"Row2176","Disney Sing It: Family Hits","Wii1 PS3",2010,"Misc","Disney Interactive Studios",0.5,0.22,0.0,0.07,0.78
"Row2177","Disney Sing It: Party Hits","Wii1 PS3",2010,"Misc","Disney Interactive Studios",0.6,0.12,0.0,0.060000000000000005,0.77
"Row2178","Disney Sing It: Pop Hits","Wii1 PS2 PS3",2009,"Misc","Disney Interactive Studios",1.35,0.35000000000000003,0.0,0.38,2.09
"Row2179","Disney Sports Basketball","GBA",2002,"Sports","Konami Digital Entertainment",0.01,0.0,0.0,0.0,0.02
"Row2180","Disney Sports Football","GC",2002,"Sports","Konami Digital Entertainment",0.01,0.0,0.0,0.0,0.02
"Row2181","Disney Sports Skateboarding","GBA GC",2002,"Sports","Konami Digital Entertainment",0.1,0.03,0.0,0.0,0.13
"Row2182","Disney Sports Soccer","GC GBA",2002,"Sports","Konami Digital Entertainment",0.05,0.02,0.0,0.0,0.06
"Row2183","Disney Stitch Jam","NDS",2009,"Misc","Disney Interactive Studios",0.08,0.0,0.16,0.0,0.24
"Row2184","Disney TH!NK Fast: The Ultimate Trivia Showdown","Wii1 PS2",2008,"Misc","Disney Interactive Studios",0.45,0.22,0.01,0.08,0.78
"Row2185","Disney Tangled","NDS Wii1",2010,"Action","Disney Interactive Studios",1.0499999999999998,0.54,0.0,0.14,1.73
"Row2186","Disney Universe","Wii1 PS3 X360",2011,"Action","Disney Interactive Studios",1.3399999999999999,0.68,0.0,0.24,2.27
"Row2187","Disney's 102 Dalmatians: Puppies to the Rescue","PSX",2000,"Platform","Eidos Interactive",0.34,0.23,0.0,0.04,0.62
"Row2188","Disney's A Christmas Carol","NDS",2009,"Adventure","Disney Interactive Studios",0.22,0.01,0.0,0.02,0.25
"Row2189","Disney's Aladdin","SNES GBA",1993,"Platform","Capcom",0.96,0.35000000000000003,0.21,0.27,1.78
"Row2190","Disney's Aladdin in Nasira's Revenge","PSX",2000,"Action","Sony Computer Entertainment",0.05,0.04,0.0,0.01,0.09
"Row2191","Disney's American Dragon Jake Long: Attack of the Dark Dragon","NDS",2006,"Action","Disney Interactive Studios",0.15,0.0,0.0,0.01,0.16
"Row2192","Disney's Atlantis: The Lost Empire","PSX GBA",2001,"Platform","Sony Computer Entertainment",0.19,0.1,0.0,0.01,0.29000000000000004
"Row2193","Disney's Brother Bear","GBA",2003,"Action","THQ",0.28,0.1,0.0,0.01,0.39
"Row2194","Disney's Chicken Little","GBA PS2 GC XB",2005,"Platform","Disney Interactive Studios",1.1300000000000001,0.51,0.0,0.09999999999999999,1.7600000000000002
"Row2195","Disney's Chicken Little: Ace In Action","NDS",2006,"Shooter","Disney Interactive Studios",0.06,0.0,0.0,0.0,0.06
"Row2196","Disney's Chip 'n Dale: Rescue Rangers","Famicom",1990,"Platform","Capcom",0.68,0.14,0.35,0.02,1.19
"Row2197","Disney's Donald Duck Advance","GBA",2001,"Platform","Ubisoft",0.05,0.02,0.0,0.0,0.07
