"row ID","Name","Count(Platform)","Min*(Year)","First(Genre)","First(Publisher)","Sum(NA_Sales)","Sum(EU_Sales)","Sum(JP_Sales)","Sum(Other_Sales)","Sum(Global_Sales)"
"Row1914","Dead or Alive",2,1997,"Fighting","Sony Computer Entertainment",0.09,0.06,0.28,0.02,0.46
"Row1915","Dead or Alive 2",2,2000,"Fighting","Tecmo Koei",0.3,0.24,0.52,0.08,1.1400000000000001
"Row1916","Dead or Alive 3",1,2001,"Fighting","Microsoft Game Studios",1.19,0.29,0.24,0.06,1.77
"Row1917","Dead or Alive 4",1,2005,"Fighting","Tecmo Koei",0.3,0.03,0.1,0.03,0.47
"Row1918","Dead or Alive 5",5,2012,"Fighting","Tecmo Koei",0.55,0.44000000000000006,0.3500000000000001,0.16,1.4800000000000002
"Row1919","Dead or Alive Paradise",1,2010,"Misc","Ubisoft Annecy",0.07,0.02,0.07,0.02,0.17
"Row1920","Dead or Alive Ultimate",1,2004,"Fighting","Tecmo Koei",0.3,0.1,0.08,0.02,0.5
"Row1921","Dead or Alive Xtreme 2",1,2006,"Sports","Tecmo Koei",0.15,0.03,0.06,0.02,0.26
"Row1922","Dead or Alive Xtreme 3: Fortune",1,2016,"Sports","Tecmo Koei",0.0,0.0,0.05,0.0,0.05
"Row1923","Dead or Alive Xtreme 3: Venus",1,2016,"Sports","Tecmo Koei",0.0,0.0,0.03,0.0,0.03
"Row1924","Dead or Alive Xtreme Beach Volleyball",1,2003,"Sports","Microsoft Game Studios",0.36,0.08,0.14,0.02,0.59
"Row1925","Dead or Alive: Dimensions",1,2011,"Fighting","Ubisoft Annecy",0.13,0.21,0.07,0.03,0.45
"Row1926","Dead to Rights",4,2002,"Shooter","Electronic Arts",1.3200000000000003,0.7200000000000001,0.0,0.2,2.24
"Row1927","Dead to Rights II",2,2005,"Shooter","Electronic Arts",0.18,0.1,0.0,0.03,0.31
"Row1928","Dead to Rights: Reckoning",1,2005,"Shooter","Electronic Arts",0.12,0.0,0.0,0.01,0.13
"Row1929","Dead to Rights: Retribution",2,2010,"Shooter","Namco Bandai Games",0.21000000000000002,0.2,0.02,0.07,0.49
"Row1930","Deadliest Catch: Alaskan Storm",1,2008,"Sports","Navarre Corp",0.04,0.0,0.0,0.0,0.05
"Row1931","Deadliest Catch: Sea of Chaos",3,2010,"Sports","Crave Entertainment",0.28,0.0,0.0,0.03,0.29
"Row1932","Deadliest Warrior: Ancient Combat",2,2012,"Fighting","Cloud Imperium Games Corporation",0.08,0.0,0.0,0.0,0.08
"Row1933","Deadly Arts",1,1998,"Fighting","Konami Digital Entertainment",0.03,0.01,0.0,0.0,0.04
"Row1934","Deadly Creatures",1,2009,"Action","THQ",0.08,0.12,0.0,0.03,0.23
"Row1935","Deadly Duck",1,1981,"Shooter","20th Century Fox Video Games",0.21,0.01,0.0,0.0,0.22
"Row1936","Deadly Premonition",2,2010,"Action","Rising Star Games",0.26,0.11,0.0,0.04,0.42000000000000004
"Row1937","Deadpool",4,2013,"Action","Activision",0.7,0.4600000000000001,0.0,0.18,1.33
"Row1938","Deal or No Deal",3,2006,"Misc","Mindscape",2.37,0.42,0.0,0.24,3.03
"Row1939","Deal or No Deal: Special Edition",1,2010,"Misc","Zoo Games",0.04,0.0,0.0,0.0,0.04
"Row1940","Deal or No Deal: The Banker is Back!",1,2008,"Misc","Mindscape",0.0,0.2,0.0,0.0,0.2
"Row1941","Death By Degrees",1,2005,"Action","Sony Computer Entertainment",0.05,0.04,0.0,0.01,0.1
"Row1942","Death Connection Portable",1,2011,"Adventure","Idea Factory",0.0,0.0,0.01,0.0,0.01
"Row1943","Death Jr.",1,2005,"Platform","Konami Digital Entertainment",0.17,0.0,0.0,0.01,0.19
"Row1944","Death Jr. II: Root of Evil",1,2006,"Platform","Konami Digital Entertainment",0.05,0.0,0.0,0.0,0.06
"Row1945","Death Jr. and the Science Fair of Doom",1,2007,"Platform","Konami Digital Entertainment",0.08,0.0,0.0,0.01,0.08
"Row1946","Death Jr.: Root of Evil",1,2008,"Platform","Eidos Interactive",0.1,0.0,0.0,0.01,0.11
"Row1947","Death Trap",1,1982,"Action","Avalon Interactive",0.15,0.01,0.0,0.0,0.17
"Row1948","DeathSmiles",1,2009,"Shooter","Rising Star Games",0.15,0.06,0.05,0.02,0.28
"Row1949","DeathSmiles II",1,2010,"Shooter","Cave",0.0,0.0,0.03,0.0,0.03
"Row1950","Deathrow: Underground Team Combat",1,2002,"Sports","Ubisoft",0.05,0.01,0.0,0.0,0.06
"Row1951","Deathtrap Dungeon",1,1998,"Action","Eidos Interactive",0.19,0.13,0.0,0.02,0.33
"Row1952","Deca Sports",1,2008,"Sports","Konami Digital Entertainment",1.13,0.87,0.29,0.25,2.54
"Row1953","Deca Sports 2",1,2009,"Sports","Hudson Soft",0.33,0.34,0.09,0.07,0.82
"Row1954","Deca Sports 3",1,2010,"Sports","Hudson Soft",0.15,0.07,0.0,0.02,0.24
"Row1955","Deca Sports DS",1,2009,"Sports","Hudson Soft",0.08,0.02,0.0,0.01,0.11
"Row1956","Deca Sports Extreme",1,2011,"Sports","Hudson Soft",0.08,0.0,0.03,0.01,0.12
"Row1957","Decathlete",1,1994,"Sports","Sega",0.0,0.0,0.3,0.0,0.3
"Row1958","Deception III: Dark Delusion",1,1999,"Role-Playing","Tecmo Koei",0.02,0.01,0.0,0.0,0.04
"Row1959","Deception IV: Blood Ties",2,2014,"Action","Tecmo Koei",0.05,0.05,0.13,0.03,0.26
"Row1960","Deep Fear",1,1998,"Adventure","Sega",0.0,0.0,0.08,0.0,0.08
"Row1961","Deep Labyrinth",1,2006,"Action","505 Games",0.06,0.0,0.0,0.0,0.07
"Row1962","Deepak Chopra's Leela",2,2011,"Misc","THQ",0.18,0.060000000000000005,0.0,0.02,0.27
"Row1963","Deer Drive",2,2009,"Sports","Big Ben Interactive",1.08,0.04,0.0,0.07,1.2
"Row1964","Deer Drive: Legends",1,2012,"Action","Maximum Family Games",0.03,0.0,0.0,0.0,0.03
"Row1965","Deer Hunter",1,2003,"Sports","Atari",0.14,0.11,0.0,0.04,0.28
"Row1966","Def Jam Fight For NY: The Takeover",1,2006,"Action","Electronic Arts",0.08,0.0,0.0,0.01,0.09
"Row1967","Def Jam Icon",2,2007,"Action","Electronic Arts",0.45999999999999996,0.2,0.0,0.11,0.78
"Row1968","Def Jam Rapstar",3,2010,"Misc","Konami Digital Entertainment",0.81,0.1,0.0,0.07,0.97
"Row1969","Def Jam Vendetta",2,2003,"Fighting","Electronic Arts",1.14,0.79,0.0,0.26,2.19
"Row1970","Def Jam: Fight for NY",2,2004,"Fighting","Electronic Arts",1.03,0.7200000000000001,0.0,0.23,1.98
"Row1971","DefCon 5",1,1995,"Shooter","Psygnosis",0.04,0.03,0.0,0.0,0.07
"Row1972","Defender",4,1980,"Misc","Atari",1.34,0.24,0.0,0.060000000000000005,1.6500000000000004
"Row1973","Defender II",1,1987,"Shooter","Atari",0.42,0.02,0.0,0.0,0.45
"Row1974","Defendin' De Penguin",2,2008,"Strategy","Zushi Games",0.07,0.0,0.0,0.0,0.07
"Row1975","Defiance",3,2013,"Shooter","Trion Worlds",0.7100000000000001,0.3,0.0,0.11,1.14
"Row1976","Delta Force: Black Hawk Down",2,2005,"Shooter","NovaLogic",0.47,0.24000000000000002,0.0,0.06999999999999999,0.8
"Row1977","Dementium II",1,2010,"Shooter","SouthPeak Games",0.09,0.02,0.0,0.01,0.12
"Row1978","Dementium: The Ward",1,2007,"Shooter","SouthPeak Games",0.15,0.01,0.0,0.01,0.17
"Row1979","DemiKids: Dark Version",1,2002,"Role-Playing","Atlus",0.02,0.01,0.0,0.0,0.02
"Row1980","DemiKids: Light Version",1,2002,"Role-Playing","Atlus",0.02,0.01,0.0,0.0,0.02
"Row1981","Demigod",1,2009,"Strategy","Atari",0.0,0.02,0.0,0.0,0.02
"Row1982","Demolition Company: Gold Edition",1,2011,"Simulation","N/A",0.0,0.02,0.0,0.0,0.02
"Row1983","Demolition Racer",1,1998,"Racing","Infogrames",0.17,0.12,0.0,0.02,0.31
"Row1984","Demon Attack",1,1981,"Shooter","Imagic",1.99,0.12,0.0,0.02,2.13
"Row1985","Demon Driver: Time to Burn Rubber!",1,2003,"Racing","Ignition Entertainment",0.02,0.01,0.0,0.0,0.03
"Row1986","Demon Gaze",1,2013,"Role-Playing","Nippon Ichi Software",0.06,0.03,0.08,0.02,0.2
"Row1987","Demon Gaze 2",1,2014,"Role-Playing","Experience Inc.",0.0,0.0,0.01,0.0,0.01
"Row1988","Demon's Souls",1,2009,"Role-Playing","Namco Bandai Games",0.97,0.34,0.35,0.18,1.84
"Row1989","Dengeki Bunko Fighting Climax",2,2014,"Fighting","Sega",0.13,0.0,0.16,0.04,0.33999999999999997
"Row1990","Dengeki Gakuen RPG: Cross of Venus",1,2009,"Role-Playing","ASCII Media Works",0.0,0.0,0.05,0.0,0.05
"Row1991","Dengeki Gakuen RPG: Cross of Venus Special",1,2011,"Role-Playing","ASCII Media Works",0.0,0.0,0.01,0.0,0.01
"Row1992","Denki Blocks!",1,2001,"Puzzle","Rage Software",0.03,0.01,0.0,0.0,0.04
"Row1993","Dennou Senki Virtual-On Force",1,2010,"Fighting","Sega",0.0,0.0,0.03,0.0,0.03
"Row1994","Densetsu no Stafi",1,2002,"Platform","Nintendo",0.0,0.0,0.46,0.01,0.47
"Row1995","Densetsu no Stafi 2",1,2003,"Platform","Nintendo",0.0,0.0,0.43,0.01,0.44
"Row1996","Densetsu no Stafi 3",1,2004,"Platform","Nintendo",0.0,0.0,0.23,0.01,0.24
"Row1997","Densetsu no Stafi 4",1,2006,"Platform","Nintendo",0.0,0.0,0.17,0.0,0.17
"Row1998","Densetsu no Yuusha no Densetsu: Legendary Saga",1,2010,"Role-Playing","Kadokawa Shoten",0.0,0.0,0.01,0.0,0.01
"Row1999","Densha De Go!",1,1997,"Simulation","Taito",0.0,0.0,1.02,0.07,1.09
"Row2000","Densha De Go! 2",1,1999,"Simulation","Taito",0.0,0.0,0.38,0.03,0.41
"Row2001","Densha De Go! 3 Tsuukinhen",1,2001,"Simulation","Taito",0.0,0.0,0.06,0.0,0.06
"Row2002","Densha De Go! 64",1,1999,"Simulation","Taito",0.0,0.0,0.05,0.07,0.12
"Row2003","Densha de Go! Shinkansen EX: Sanyou Shinkansen-hen",1,2007,"Simulation","Taito",0.0,0.0,0.02,0.0,0.02
"Row2004","Densha de Go! Tokubetsu-hen: Fukkatsu Shouwa no Yamatesen",1,2010,"Simulation","Square Enix",0.0,0.0,0.02,0.0,0.02
"Row2005","Deponia",1,2012,"Adventure","Daedalic",0.0,0.13,0.0,0.03,0.15
"Row2006","Derby Jockey 2",1,1995,"Sports","Asmik Corp",0.0,0.0,0.1,0.0,0.1
"Row2007","Derby Jockey: Kishou e no Michi",1,1994,"Sports","Asmik Corp",0.0,0.0,0.07,0.0,0.07
"Row2008","Derby Stallion",2,1997,"Sports","ASCII Entertainment",0.0,0.0,2.05,0.14,2.1799999999999997
"Row2009","Derby Stallion 04",1,2004,"Sports","Enterbrain",0.0,0.0,0.55,0.0,0.55
"Row2010","Derby Stallion 64",1,2001,"Sports","Media Factory",0.0,0.0,0.15,0.0,0.15
"Row2011","Derby Stallion 96",1,1996,"Sports","ASCII Entertainment",0.0,0.0,1.04,0.01,1.05
"Row2012","Derby Stallion 98",1,1998,"Sports","ASCII Entertainment",0.0,0.0,0.08,0.0,0.08
"Row2013","Derby Stallion 99",1,1999,"Sports","ASCII Entertainment",0.0,0.0,1.06,0.07,1.13
"Row2014","Derby Stallion Advance",1,2002,"Sports","Enterbrain",0.0,0.0,0.12,0.0,0.13
"Row2015","Derby Stallion DS",1,2008,"Sports","Enterbrain",0.0,0.0,0.32,0.0,0.32
"Row2016","Derby Stallion Gold",1,2014,"Sports","Kadokawa Shoten",0.0,0.0,0.14,0.0,0.14
"Row2017","Derby Stallion II",1,1994,"Sports","ASCII Entertainment",0.0,0.0,0.87,0.0,0.87
"Row2018","Derby Stallion III",1,1995,"Sports","ASCII Entertainment",0.0,0.0,1.15,0.0,1.15
"Row2019","Derby Stallion P",1,2006,"Sports","Enterbrain",0.0,0.0,0.1,0.0,0.1
"Row2020","Derby Time 2006",1,2006,"Sports","Sony Computer Entertainment",0.0,0.0,0.03,0.0,0.03
"Row2021","Derby Tsuku 5: Derby Uma o Tsukurou!",1,2006,"Sports","Sega",0.0,0.0,0.04,0.0,0.04
"Row2022","Derby Tsuku: Derby Uma o Tsukurou!",1,2000,"Sports","Sega",0.0,0.0,0.08,0.0,0.08
"Row2023","Descent",1,1996,"Shooter","Interplay",0.11,0.07,0.0,0.01,0.19
"Row2024","Descent Maximum",1,1997,"Shooter","Interplay Productions",0.05,0.04,0.0,0.01,0.1
"Row2025","Desert Falcon",1,1987,"Shooter","Atari",0.24,0.01,0.0,0.0,0.26
"Row2026","Desert Strike Advance",1,2002,"Simulation","Electronic Arts",0.05,0.02,0.0,0.0,0.06
"Row2027","Desire",1,1997,"Adventure","Imadio",0.0,0.0,0.14,0.0,0.14
"Row2028","Desktop Tower Defense",1,2009,"Strategy","THQ",0.11,0.0,0.0,0.01,0.11
"Row2029","Despicable Me: The Game",3,2010,"Platform","D3Publisher",0.29,0.24000000000000002,0.0,0.08,0.6
"Row2030","Despicable Me: The Game - Minion Mayhem",1,2010,"Puzzle","D3Publisher",0.42,0.09,0.0,0.04,0.54
"Row2031","Destiny",4,2014,"Shooter","Activision",6.59,4.12,0.28,1.6199999999999999,12.61
"Row2032","Destiny Links",1,2009,"Role-Playing","Namco Bandai Games",0.0,0.0,0.01,0.0,0.01
"Row2033","Destiny: The Collection",2,2016,"Shooter","Activision",0.02,0.06,0.0,0.01,0.1
"Row2034","Destiny: The Taken King",4,2015,"Shooter","Activision",1.9699999999999998,1.2999999999999998,0.06,0.51,3.87
"Row2035","Destrega",1,1998,"Fighting","Sony Computer Entertainment",0.04,0.03,0.0,0.0,0.07
"Row2036","Destroy All Humans!",2,2005,"Shooter","THQ",1.12,0.14,0.0,0.15,1.4
"Row2037","Destroy All Humans! 2",1,2006,"Action","THQ",0.4,0.02,0.0,0.07,0.48
"Row2038","Destroy All Humans! Big Willy Unleashed",1,2008,"Action","THQ",0.13,0.0,0.0,0.01,0.14
"Row2039","Destroy All Humans! Path of the Furon",2,2008,"Action","THQ",0.08,0.12,0.0,0.02,0.22
"Row2040","Destruction Derby",1,1995,"Racing","Psygnosis",0.5,0.34,0.0,0.06,0.9
"Row2041","Destruction Derby 2",1,1996,"Racing","Psygnosis",0.65,0.44,0.0,0.08,1.17
"Row2042","Destruction Derby 64",1,1999,"Racing","THQ",0.13,0.03,0.0,0.0,0.16
"Row2043","Destruction Derby Arenas",1,2004,"Racing","Sony Computer Entertainment",0.06,0.05,0.0,0.02,0.13
"Row2044","Destruction Derby Raw",1,2000,"Racing","Sony Computer Entertainment",0.08,0.05,0.0,0.01,0.14
"Row2045","Detana TwinBee Yahho! Deluxe Pack",2,1995,"Shooter","Konami Digital Entertainment",0.0,0.0,0.21000000000000002,0.01,0.22
"Row2046","Detective Barbie: The Mystery Cruise",1,1999,"Adventure","Mattel Interactive",0.08,0.05,0.0,0.01,0.14
"Row2047","Detective Conan: Marionette Symphony",1,2013,"Adventure","Namco Bandai Games",0.0,0.0,0.05,0.0,0.05
"Row2048","Detective Conan: Phantom Rhapsody",1,2014,"Action","Namco Bandai Games",0.0,0.0,0.03,0.0,0.03
"Row2049","Detective Conan: Prelude from the Past",2,2012,"Action","Namco Bandai Games",0.0,0.0,0.09,0.0,0.09
"Row2050","Detective Jinguuji Saburo: Ronde Revenge",1,2012,"Action","Arc System Works",0.0,0.0,0.02,0.0,0.02
"Row2051","Detective Opera: Milky Holmes 2",1,2012,"Adventure","BushiRoad",0.0,0.0,0.03,0.0,0.03
"Row2052","Deus Ex",1,2000,"Role-Playing","Eidos Interactive",0.0,0.01,0.0,0.0,0.01
"Row2053","Deus Ex: Human Revolution",4,2011,"Shooter","Square Enix",1.57,1.3800000000000001,0.09000000000000001,0.44999999999999996,3.4899999999999998
"Row2054","Deus Ex: Invisible War",1,2003,"Shooter","Eidos Interactive",0.25,0.07,0.0,0.01,0.33
"Row2055","Deus Ex: Mankind Divided",3,2016,"Role-Playing","Square Enix",0.18,0.26,0.0,0.060000000000000005,0.5
"Row2056","Deus Ex: The Conspiracy",1,2002,"Action","Eidos Interactive",0.1,0.08,0.0,0.03,0.21
"Row2057","Devil Dice",1,1998,"Puzzle","THQ",0.05,0.03,1.1,0.08,1.26
"Row2058","Devil Kings",1,2005,"Action","Capcom",0.03,0.03,0.18,0.01,0.25
"Row2059","Devil May Cry",1,2001,"Action","Capcom",1.36,0.86,0.64,0.13,2.99
"Row2060","Devil May Cry 2",1,2003,"Action","Capcom",0.71,0.58,0.51,0.17,1.97
"Row2061","Devil May Cry 3: Dante's Awakening",1,2005,"Action","Capcom",0.99,0.63,0.29,0.19,2.09
"Row2062","Devil May Cry 3: Dante's Awakening Special Edition",1,2006,"Action","Capcom",1.06,0.82,0.05,0.28,2.21
"Row2063","Devil May Cry 4",4,2008,"Action","Capcom",1.3900000000000001,0.8200000000000001,0.5,0.35,3.0700000000000003
"Row2064","Devil May Cry HD Collection",2,2012,"Action","Capcom",0.7,0.32,0.12,0.13,1.28
"Row2065","Devil Survivor: Over Clock",1,2015,"Strategy","Atlus",0.0,0.0,0.02,0.0,0.02
"Row2066","Devil's Third",1,2015,"Action","Nintendo",0.04,0.02,0.0,0.01,0.06
"Row2067","Dewy's Adventure",1,2007,"Platform","Konami Digital Entertainment",0.14,0.0,0.01,0.01,0.16
"Row2068","Dexter's Lab Chess Challenge",1,2002,"Misc","BAM! Entertainment",0.14,0.05,0.0,0.0,0.2
"Row2069","Dexter's Laboratory Deesaster Strikes",1,2001,"Adventure","BAM! Entertainment",0.3,0.11,0.0,0.01,0.41
"Row2070","Di-Gata Defenders",1,2008,"Role-Playing","Game Factory",0.06,0.0,0.0,0.0,0.06
"Row2071","DiRT",3,2007,"Racing","Codemasters",0.54,1.09,0.0,0.32,1.9500000000000002
"Row2072","DiRT 2",6,2009,"Racing","Codemasters",0.8500000000000001,1.4000000000000001,0.0,0.44000000000000006,2.7
"Row2073","DiRT 3",3,2011,"Racing","Codemasters",0.5,1.13,0.02,0.31999999999999995,1.97
"Row2074","DiRT Rally",3,2016,"Racing","Codemasters",0.06,0.35,0.0,0.060000000000000005,0.45999999999999996
"Row2075","DiRT Showdown",2,2012,"Racing","Codemasters",0.1,0.27,0.0,0.06,0.43
"Row2076","Diablo",2,1996,"Role-Playing","Activision",0.3,1.77,0.07,0.04,2.17
"Row2077","Diablo II",1,2000,"Role-Playing","Havas Interactive",0.01,0.09,0.0,0.02,0.13
"Row2078","Diablo II: Lord of Destruction",1,2001,"Role-Playing","Vivendi Games",1.03,0.02,0.0,0.0,1.06
"Row2079","Diablo III",5,2012,"Role-Playing","Activision",4.869999999999999,4.54,0.21,1.4400000000000002,11.08
"Row2080","Diabolik Lovers",1,2012,"Adventure","Idea Factory",0.0,0.0,0.05,0.0,0.05
"Row2081","Diabolik Lovers: Dark Fate",1,2015,"Action","Idea Factory",0.0,0.0,0.03,0.0,0.03
"Row2082","Diabolik Lovers: Lunatic Parade",1,2016,"Adventure","Idea Factory",0.0,0.0,0.03,0.0,0.03
"Row2083","Diabolik Lovers: More Blood",2,2013,"Adventure","Idea Factory",0.0,0.0,0.05,0.0,0.05
"Row2084","Diabolik Lovers: Vandead Carnival",1,2014,"Action","Idea Factory",0.0,0.0,0.02,0.0,0.02
"Row2085","Diary Girl",1,2008,"Misc","Konami Digital Entertainment",0.01,0.0,0.0,0.0,0.01
"Row2086","Diddy Kong Racing",1,1997,"Racing","Nintendo",2.91,0.99,0.89,0.1,4.88
"Row2087","Diddy Kong Racing DS",1,2007,"Racing","Nintendo",1.1,0.04,0.0,0.1,1.24
"Row2088","Die Hard Trilogy",1,1996,"Shooter","Fox Interactive",0.85,0.58,0.0,0.1,1.54
"Row2089","Die Hard Trilogy 2: Viva Las Vegas",1,1999,"Action","Fox Interactive",0.27,0.18,0.0,0.03,0.49
"Row2090","Die Hard: Vendetta",1,2002,"Shooter","NDA Productions",0.09,0.02,0.0,0.0,0.12
"Row2091","Diego's Build & Rescue",1,2010,"Action","Take-Two Interactive",0.07,0.0,0.0,0.01,0.08
"Row2092","Dies Irae: Amantes Amentes",1,2012,"Action","Views",0.0,0.0,0.02,0.0,0.02
"Row2093","Dig Dug",2,1982,"Puzzle","Atari",1.52,0.1,0.41,0.02,2.05
"Row2094","Dig Dug: Digging Strike",1,2005,"Puzzle","Atari",0.05,0.0,0.0,0.0,0.06
"Row2095","Digger Simulator",1,2011,"Simulation","Excalibur Publishing",0.0,0.01,0.0,0.0,0.01
"Row2096","Digging for Dinosaurs",1,2010,"Action","Scholastic Inc.",0.35,0.0,0.0,0.02,0.37
"Row2097","Digimon Adventure",1,2013,"Role-Playing","Namco Bandai Games",0.0,0.0,0.1,0.0,0.1
"Row2098","Digimon Adventure: Anode Tamer",1,1999,"Role-Playing","Namco Bandai Games",0.0,0.0,0.28,0.0,0.28
"Row2099","Digimon All-Star Rumble",2,2014,"Fighting","Namco Bandai Games",0.1,0.04,0.0,0.03,0.16
"Row2100","Digimon Battle Spirit 2",1,2003,"Fighting","Namco Bandai Games",0.11,0.04,0.0,0.0,0.15
"Row2101","Digimon Digital Card Battle",1,1999,"Strategy","Namco Bandai Games",0.06,0.04,0.0,0.01,0.11
"Row2102","Digimon Racing",1,2004,"Racing","Namco Bandai Games",0.09,0.03,0.0,0.0,0.13
"Row2103","Digimon Rumble Arena",1,2001,"Fighting","Namco Bandai Games",0.01,0.01,0.0,0.0,0.02
"Row2104","Digimon Rumble Arena 2",3,2004,"Fighting","Atari",0.09,0.05,0.0,0.01,0.15
"Row2105","Digimon Story: Cyber Sleuth",2,2015,"Role-Playing","Namco Bandai Games",0.0,0.09,0.17,0.02,0.28
"Row2106","Digimon Story: Lost Evolution",1,2010,"Role-Playing","Namco Bandai Games",0.0,0.0,0.1,0.0,0.1
"Row2107","Digimon Story: Super Xros Wars Blue/Red",1,2011,"Role-Playing","Namco Bandai Games",0.0,0.0,0.1,0.0,0.1
"Row2108","Digimon World",1,1999,"Role-Playing","Namco Bandai Games",0.56,0.38,0.28,0.08,1.3
"Row2109","Digimon World 2",1,2000,"Role-Playing","Namco Bandai Games",0.23,0.16,0.16,0.04,0.58
"Row2110","Digimon World 4",3,2005,"Role-Playing","Atari",0.17,0.09,0.0,0.02,0.27
"Row2111","Digimon World Championship",1,2008,"Role-Playing","Namco Bandai Games",0.0,0.0,0.07,0.0,0.07
"Row2112","Digimon World DS",1,2006,"Role-Playing","Namco Bandai Games",0.1,0.0,0.0,0.01,0.11
"Row2113","Digimon World DS (JP sales)",1,2006,"Role-Playing","Namco Bandai Games",0.0,0.0,0.23,0.0,0.23
"Row2114","Digimon World Re:Digitize",1,2012,"Action","Namco Bandai Games",0.0,0.0,0.22,0.0,0.22
"Row2115","Digimon World Re:Digitize Decode",1,2013,"Role-Playing","Namco Bandai Games",0.0,0.0,0.09,0.0,0.09
"Row2116","Digimon World: Data Squad",1,2006,"Role-Playing","Namco Bandai Games",0.12,0.09,0.0,0.03,0.24
"Row2117","Digimon World: Dawn / Dusk",1,2007,"Role-Playing","Namco Bandai Games",0.14,0.0,0.18,0.01,0.33
"Row2118","Digimon World: Next Order",1,2016,"Action","Namco Bandai Games",0.0,0.0,0.09,0.0,0.09
"Row2119","Diner Dash: Flo on the Go",1,2009,"Puzzle","Zoo Games",0.13,0.0,0.0,0.01,0.14
"Row2120","Diner Dash: Sizzle & Serve",2,2007,"Puzzle","Eidos Interactive",0.45,0.03,0.0,0.04,0.52
"Row2121","Dino Crisis",1,1998,"Action","Capcom",0.81,0.76,0.7,0.14,2.41
"Row2122","Dino Crisis 2",1,2000,"Action","Virgin Interactive",0.34,0.49,0.28,0.1,1.21
"Row2123","Dino Crisis 3",1,2003,"Action","Capcom",0.08,0.03,0.03,0.0,0.14
"Row2124","Dino Dini's Kick Off Revival",1,2016,"Sports","Avanquest",0.0,0.02,0.0,0.0,0.02
"Row2125","Dino Master: Dig Discover Duel",1,2005,"Strategy","Majesco Entertainment",0.06,0.0,0.0,0.0,0.07
"Row2126","Dino Pets",1,2009,"Simulation","Avanquest",0.05,0.0,0.0,0.0,0.06
"Row2127","Dino Stalker",1,2002,"Shooter","Capcom",0.07,0.06,0.08,0.02,0.22
"Row2128","Dinosaur King",1,2007,"Strategy","Sega",0.2,0.0,0.0,0.02,0.23
"Row2129","Dinotopia: The Sunstone Odyssey",1,2003,"Action","TDK Mediactive",0.01,0.0,0.0,0.0,0.01
"Row2130","Dinotopia: The Timestone Pirates",1,2002,"Action","TDK Core",0.14,0.05,0.0,0.0,0.19
"Row2131","Dirge of Cerberus: Final Fantasy VII",1,2006,"Shooter","Square Enix",0.47,0.37,0.52,0.12,1.48
"Row2132","Disaster Report",1,2002,"Action","Agetec",0.03,0.02,0.15,0.01,0.21
"Row2133","Disaster: Day of Crisis",1,2008,"Action","Nintendo",0.0,0.03,0.04,0.0,0.08
"Row2134","Disciples III: Renaissance",1,2010,"Strategy","Kalypso Media",0.0,0.01,0.0,0.0,0.02
"Row2135","Discovery Kids: Dolphin Discovery",1,2008,"Simulation","505 Games",0.21,0.0,0.0,0.01,0.22
"Row2136","Discovery Kids: Kitten Corner",1,2009,"Simulation","505 Games",0.42,0.0,0.0,0.03,0.45
"Row2137","Discovery Kids: Parrot Pals",1,2009,"Simulation","505 Games",0.07,0.0,0.0,0.0,0.07
"Row2138","Discovery Kids: Pony Paradise",1,2009,"Simulation","505 Games",0.19,0.0,0.0,0.01,0.2
"Row2139","Discovery Kids: Puppy Playtime",1,2009,"Simulation","505 Games",0.3,0.0,0.0,0.02,0.33
"Row2140","Discovery Kids: Snake Safari",1,2009,"Simulation","505 Games",0.02,0.0,0.0,0.0,0.02
"Row2141","Discovery Kids: Spider Quest",1,2009,"Misc","505 Games",0.07,0.0,0.0,0.01,0.08
"Row2142","Discworld",1,1994,"Adventure","Psygnosis",0.04,0.02,0.0,0.0,0.06
"Row2143","Discworld II: Mortality Bytes!",1,1996,"Adventure","Psygnosis",0.01,0.01,0.0,0.0,0.02
"Row2144","Disgaea 2: Cursed Memories",1,2006,"Role-Playing","Tecmo Koei",0.09,0.07,0.15,0.02,0.33
"Row2145","Disgaea 2: Dark Hero Days",1,2009,"Role-Playing","Nippon Ichi Software",0.1,0.01,0.12,0.02,0.25
"Row2146","Disgaea 3: Absence of Justice",1,2008,"Role-Playing","Square Enix",0.32,0.04,0.11,0.04,0.51
"Row2147","Disgaea 4: A Promise Unforgotten",2,2011,"Role-Playing","Nippon Ichi Software",0.31,0.15,0.22000000000000003,0.08,0.76
"Row2148","Disgaea 5: Alliance of Vengeance",1,2015,"Role-Playing","Nippon Ichi Software",0.1,0.08,0.06,0.04,0.27
"Row2149","Disgaea D2: A Brighter Darkness",1,2013,"Role-Playing","Nippon Ichi Software",0.09,0.0,0.1,0.01,0.21
"Row2150","Disgaea DS",1,2008,"Role-Playing","Square Enix",0.11,0.02,0.05,0.01,0.19
"Row2151","Disgaea Infinite",1,2010,"Adventure","Nippon Ichi Software",0.07,0.0,0.01,0.01,0.08
"Row2152","Disgaea: Afternoon of Darkness",1,2006,"Role-Playing","Tecmo Koei",0.15,0.01,0.04,0.02,0.23
"Row2153","Disgaea: Hour of Darkness",1,2003,"Role-Playing","Tecmo Koei",0.16,0.13,0.0,0.04,0.33
"Row2154","Dishonored",5,2012,"Action","Bethesda Softworks",2.23,1.48,0.07,0.52,4.3
